"subclass","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","QC-1","QC-2","QC-3","QC-4","QC-5","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8"
"PC(22:0)",6500000,5500000,3775019.5,5500000,4268933,2955627,5e+06,3546449,4095952,4094843.5,3829374.5,1638737.5,3440823.5,1434360.5,1304006.5,1740470,2254293,3008921.5,4000490,3386894.5,2347379.5
"PC(22:1)",6500000,7e+06,6e+06,7e+06,8e+06,3981833,7500000,5500000,5500000,4809255,4837907.5,2428006,5500000,3306897.5,2230196.5,2478863.5,3721480,5e+06,5e+06,4962671.5,4392296
"PC(22:4)",3.3e+07,20697771.5,19904332,20946918,24500000,16864653,3e+07,26500000,2.1e+07,13768505.5,1.9e+07,8301311,19321348,8942680.5,11771624.5,15326121,14193494.5,12541741,19500000,19922492,12543837
"PC(22:5)",82466385.5,50326743,69852098,50176152.5,53890187.5,37761502.5,53545013,54069622,47645341.5,58696400,43128645.5,24094303.5,48268216,21612632.5,28173583,35950101.5,39270300,38419133,44266482.5,52891264.5,38958052.5
"PC(22:6)",207875959.5,118385196,100201732.5,103784681,117017840,82700152,123500680,112508109,93919449.5,85727642,83504022.5,42741828.5,95701492.5,25432669,45461377,56939081.5,57867541,54670234,73239722,87827013,62892338.5
"PC(23:0)",707768,660593,576148,663038,596145,245224.5,566277.5,354731,508502.5,499120.5,418682.5,144923.5,482026.5,184799.5,166677,117573.5,239921,485912,481790,391614.5,305808
"PC(24:0)",9541012.5,8805188.5,6111346,8006635,6731978,4218454,9164070.5,5802572,6197949.5,6236957.5,5858473,2985027,6651364.5,2574827,2348545,3110345,4398646,4979908.5,6155843.5,5395826.5,5058422
"PE(16:0)",1708711389.5,1469885221,1278823183.5,1418803908.5,1719980757,945746375.5,1648093394,1504936205.5,1107361196,1053450255,1045328659,899955174,1103657476.5,322258526,780654509.5,725028310,818175192,829550038.5,936625829.5,1073625238.5,773704913.5
"PE(16:1)",111187772.5,110715706.5,86156540.5,96403905,126353587.5,63752158,101993855.5,98918102,78434502.5,72280473.5,73424421,50350018.5,74905925,25966746,46885680,53232870.5,67443606,60897900.5,63019713,71755570,60095090
"PE(17:0)",29492246,28019144.5,28179983.5,26509028,35642196.5,18814166,37166285.5,31094609.5,22321087,20853197,21713459,16171116,22312027.5,8804129,13875054.5,14675856.5,14610691,15502663.5,15827810.5,20495526,14311532.5
"PE(18:0)",3135596542.5,2915936700,2547751661.5,2741917236,3521486229,1826373119,3602125565,3147294849.5,2011549984,1975755308.5,1936619027,1663107278,2057561382.5,591161812,1247997398,1205781888,1213714339,1311751943,1466855197.5,1749435193,1180252963
"PE(18:1)",3114100990.5,2854041544,2556082488,2709656679.5,3516628639.5,1879092699,3465634897.5,2999988877,2140344224.5,2104062311,2053565792,2022741745,2197078698,638096906.5,1481238939,1279429158.5,1437141720.5,1519117390,1644551838.5,1860827419,1326720801.5
"PE(18:2)",1854909449.5,1623192101.5,1422296800.5,1504402540,1954091532,1044433496,1852625964.5,1607068098,1217643268.5,1177182429,1159597413,876048227,1252907646.5,423074187.5,749961766,817002679.5,879300753.5,885423196.5,1011341918.5,1068888904.5,853969088
"PE(18:3)",26700137,26765719.5,26655172.5,29036113.5,31896890,17479232.5,31388763,26154712,22162532,21040977.5,20233535,22409959.5,22227934.5,7979719,15929329.5,14921056,15530700,16468044.5,16520635.5,15564170.5,14253133.5
"PE(19:0)",10134970.5,9131483.5,8372928,10245616,12492870,7493557,12028401.5,9851021.5,7801665,7302330.5,7278717.5,3951641.5,7671275.5,3395386.5,6740389.5,6407659,6816113,6184964,5593747.5,6271070,6436856.5
"PE(20:0)",25669442,26369546,22653081.5,29010346.5,27365219,20338950.5,30669337.5,25209605.5,25459907.5,21931159.5,19331366.5,19245979.5,22105205.5,5396724,20386705,15411371.5,15571514.5,17489475,18531006,21145168,16802559.5
"PE(20:1)",119385153,117051479,84159358,107613327.5,112005472,62971941.5,120516304.5,89858644,77099537.5,76901562.5,75866089.5,49124992.5,80123069,24269823.5,45059392.5,45585905,58042527,70025592,76390058,79925651,56637860.5
"PE(20:3)",6.2e+07,55500000,4.5e+07,5.1e+07,74500000,3.6e+07,66500000,5.4e+07,42500000,3.8e+07,37500000,2.9e+07,3.8e+07,12500000,25500000,24500000,2.6e+07,3.1e+07,37500000,39500000,27500000
"PE(20:4)",1514923822,1284980006,1178379171.5,1262859760.5,1612610654,888476983,1519988308.5,1480976963.5,959931499,924663200,897106877,691779223.5,957574401.5,307962064,665375749.5,662241501.5,693150898.5,713814965.5,813791670.5,1002931803.5,661924328
"PE(20:5)",124687772.5,118715706.5,105925660.5,113403905,136353587.5,88252158,139993855.5,126418102,94934502.5,87919875.5,81924421,65061151.5,92405925,30086687.5,58500338,65015311.5,71241143,75188785,74257012.5,79255570,74734684.5
"PE(22:1)",1000809.5,1682038,1108685.5,833009,1325000,681565,2049944,696877.5,768541.5,1030750.5,1194975.5,192141,574979.5,437506,143436,619562,482347,557576,684244,648051,557793
"PE(22:4)",5e+07,4e+07,3.5e+07,35500000,4.8e+07,27500000,45500000,4.7e+07,3e+07,3.1e+07,30500000,23500000,3.2e+07,11884520.5,2.5e+07,2.2e+07,20500000,2.3e+07,34500000,37500000,2.3e+07
"PE(22:5)",607301427.5,498625787.5,443799741.5,493118784.5,591347415,341444239,590514060.5,594873076,371875172.5,352637433.5,353687639.5,248784018,367351206.5,92948206.5,223771565.5,232229842,257627850.5,278611338.5,297475295,362331079.5,239207065
"PE(22:6)",1329055807.5,1144551526,1078167329,1158636273.5,1359287492,801474370,1365070233,1228606300,905770442,876406038,843272826,866748531,891457110,232101983,641197236.5,558380278.5,616070795,658329092,678107201,827130861.5,588115909
"PE(24:0)",2182277,1819981.5,1421021.5,1767378,1668573,1038273,1906133,1293888.5,1325486,1346450.5,1394749.5,669228.5,1358307,505120.5,607358,714466,924786.5,1146093.5,1267834.5,1246708,998650
"PG(16:0)",1.11e+08,8.4e+07,69500000,8.8e+07,117500000,35057607,131500000,79500000,39500000,3.9e+07,44500000,13918523,3.4e+07,13074572.5,12775240.5,22035044.5,21240673.5,23404151,35844658.5,43573011,24325749.5
"PG(16:1)",444087,321087.5,419680.5,338633.5,497609,273073.5,396458,451300,309134.5,327858.5,323274,150217.5,372216.5,82571,158916,165823,232617,256025,246274,313422.5,276763
"PG(18:1)",104501712.5,78199617.5,63027062.5,83367047.5,108853403.5,32639530,124148871.5,74043725.5,35626074.5,35831044,41105035.5,12313943,30778631.5,11638835.5,11831050.5,20539258,19402345.5,22025063,33502171,42665969.5,23205286.5
"PG(18:2)",44585771.5,46048436,43677530.5,39736295.5,52693596,47717659,53239198.5,51294394,58646860.5,54494617.5,50344091.5,45651787.5,53000898.5,50757981.5,66955867,57094743.5,62700682.5,47611105,66528540,56998429,74797518
"PG(22:6)",1519139,1432014,1005987.5,1279048.5,1314252.5,783578.5,1228548,1930414.5,1204324.5,1430278,1205347,505216,1234006.5,259397.5,847924,1178385,698097.5,692352,942896.5,1724871,942078
"PG(28:0)",2.1e+07,2.8e+07,2.4e+07,2.1e+07,2.9e+07,3.6e+07,28500000,29500000,4.3e+07,3.9e+07,35500000,38500000,37500000,46500000,6e+07,5e+07,5.5e+07,3.9e+07,5.5e+07,43500000,6.5e+07
"PI(16:0)",45480347.5,37698423,36993916.5,36174967.5,45298545,23991436,40991574.5,34042806.5,31184361.5,28956182.5,29455886.5,23058450.5,30928475.5,14106701.5,17843667,19221375.5,22025991.5,16918753.5,24842843,24474879,20432678
"PI(17:0)",4165843,3983001.5,3982629.5,3614762,4174360.5,2927094.5,4489150,3322064,3658312.5,2997886.5,3310986,1439732.5,3519256,1437581,1865508.5,2594483.5,2149573.5,2252309.5,2803723.5,3610891,2475280
"PI(18:0)",541500000,421617984,370011877.5,374350709.5,411658346.5,274258109.5,454524281.5,413731455.5,305638992.5,308545007,305210457.5,156561636,313319989,129599869.5,171012261,249117031,209990646.5,227982983,251304053.5,315100203,209095482
"PI(18:1)",157193655,104722663.5,134277934,146311910.5,187820798,51254973.5,196192645,112706602,82193349.5,84197280,81667359,35004355,84190793,29843665.85,26112292,36447950.5,46008663.5,41241737,67192568,64805682,44502465
"PI(18:2)",158986826,125371760,125333049,119535349.5,142625662.5,67696306,121007463.5,108640382,102431628,98103049,93858387,41201954.5,100702180,40422479.5,37482252.5,54802154.5,67066115.5,51528276.5,79437227.5,83793313,66199910.5
"PI(18:3)",495802.5,398871.5,534029.5,633477.5,601487.5,388587.5,465913,396427,504598,322624,264611.5,110972,400562,162053.5,174359,182864.5,233385.5,223251,286425.5,338788,240062
"PI(20:3)",2.1e+07,8500000,9500000,10500000,1.4e+07,6e+06,10500000,1.1e+07,8e+06,7e+06,7500000,3604834,8e+06,3898025.5,4035563.5,4808376.5,4249043.5,4209841,8e+06,7500000,4471186
"PI(20:4)",569152669,450854761.5,399315678.5,409150111.5,444300023,291955732.5,489496613.5,443462446,333089940.5,337100935.5,330669373,176863769.5,345721436,140758617,189902820,269482205.5,236239110.5,249677771,273240951,343271367,235181003.5
"PI(20:5)",16631329.5,15608290.5,13221163.5,12689832.5,16230688,7403758,14802260.5,10515293.5,13002193.5,11663361.5,12406953,5170364.5,9921357,3194475.5,3784103.5,5032881.5,6270786.5,4882522.5,8048793.5,7376994,5887905.5
"PI(22:6)",12046870.5,4031908.5,4028535,3860729.5,4445514,2044505.5,3940327.5,4069143.5,3405650,3125651,3258370.5,1607871.5,3345132.5,1142359.85,1427036,1862557,1993759.5,1454245,2626301.5,3343819,1792189.5
"PS(16:0)",10943143,8847352.5,10536675,9081091.5,11182819.5,6676900,11845131.5,10140638.5,6651219.5,6436272,7303548.5,4259984,7343594.5,2941473,3595068,4314641.5,5594220,4345524.5,6047636,6454178.5,4885481.5
"PS(17:0)",1408846,1055996,929215,1264677,1318375,729103.5,1689350.5,1191159,669680.5,887431.5,694120,322252.5,838150,238278.5,352019,357195.5,379033,580314,530500,796056.5,561973.5
"PS(18:0)",576460937,610739477.5,515350114.5,556177097,539968709,480650907.5,587896765,559957633,533042405.5,500372041,468368026.5,462135526.5,521321876,280352955,487995574,383757808,406441298,443590675,502956974.5,534804403.5,375073595.5
"PS(18:1)",327263848.5,350465032,285680698,314240546.5,302379479.5,217887481.5,339653599.5,282191765,271555068,270719281,273290579.5,244703440,270365074.5,128132374,198067648,177525076.5,184672285.5,228977038,260074268.5,265740868.5,177866738.5
"PS(18:2)",102038370.5,98244121,90952581.5,102255599.5,101718725,67802811,116272667.5,91076447.5,78642445,70064927.5,74251290.5,46252805,79190564,37569806,49225704,66517816,61726777,59282707.5,80494274.5,77417485,57498206
"PS(18:3)",2388481,2272298,1778065,1840738,2957974,1304806.5,2210376.5,1891245,1554475.5,1437282,1523694,790484,1669437.5,544352.5,687676,1081210,1387043,1153249.5,1393463,1305559,1149829.5
"PS(20:2)",1960937,2239477.5,1350114.5,1677097,1968709,1150907.5,1896765,1457633,1542405.5,1872041,1368026.5,635526.5,1821876,852955,995574,757808,941298,1090675,1456974.5,1804403.5,1073595.5
"PS(20:3)",3.2e+07,3.7e+07,3.3e+07,3.7e+07,3.9e+07,2.8e+07,3.8e+07,3.6e+07,2.7e+07,24500000,25500000,1.6e+07,29500000,13245171.5,16500000,21500000,2.2e+07,2.3e+07,2.4e+07,2.8e+07,19500000
"PS(20:4)",166838475,202083119,177235619,192129393,182644785.5,196914677,197561551,201257666,210633499.5,195349749,180142458,188118692,201134262.5,136531555.05,238854622.5,178534034.5,183713408.5,213125844,214272144,225111871,163513795
"PS(22:0)",7e+06,8e+06,5e+06,6500000,6e+06,4168439.5,7e+06,4917303,5500000,5e+06,4674101,2338955,5500000,2091931,2256931.5,2343890.5,3700207,4231062,5e+06,4915982.5,3323615.5
"PS(22:1)",3747388,4071920,2434224,2098705.5,1341609,2094498.5,2674851,2570634.5,2663456,1708729.5,2105381.5,928152,2507665,898249.5,1052309.5,598257.5,1843167.5,2188047,2786453,2320443,1083948
"PS(22:4)",2.5e+07,24500000,18500000,1.6e+07,2.4e+07,1.7e+07,22500000,2e+07,2e+07,1.4e+07,1.5e+07,18500000,16500000,6e+06,13500000,9500000,7500000,8500000,15500000,17500000,1.2e+07
"PS(22:5)",6e+07,6.5e+07,6e+07,6e+07,6.5e+07,5.5e+07,6.5e+07,6.5e+07,6e+07,6e+07,5.5e+07,5.5e+07,6e+07,35500000,6e+07,4.9e+07,4.9e+07,5e+07,6e+07,6.5e+07,44500000
"PS(22:6)",149257574,158459953,127515073.5,137685961.5,133716571.5,111641092,138006142.5,143437806.5,121926868,117057161.5,106317223,110646188,126830446.5,41246315.55,99927849,69760702,85830972,84651305.5,90029819.5,106889314,79901113
"PS(23:0)",1371901,1063237.5,943420,1057256,1121698.5,587418,1360819,498615,910473,889059,941787.5,303546.5,952393.5,317395.5,400163.5,320281,651453,700459.5,897788.5,964442.5,394265.5
"PS(24:0)",1.4e+07,19500000,12500000,12500000,13500000,7500000,11500000,1.4e+07,1.3e+07,1.3e+07,11500000,1e+07,1.4e+07,6e+06,5500000,5e+06,8500000,9e+06,7500000,11500000,8500000
"PS(24:1)",2686075,3438463,1905164,2300719,1971061.5,1699067.5,2453267,1829448,1858522.5,2106077.5,1514402.5,1135381.5,2067902.5,956303,411222.5,1210413,1697819.5,1512884.5,1857904,1687847.5,1109318
"PS(24:2)",1094057,1098313,634483,893588.5,762284,588998,1058940,754752,626351.5,642094.5,608979,309620.5,764708.5,250298,249315.5,408662,467473,615525,711609,676526,413455
"TG(10:0)",5691958132.66667,6066632887.66667,7264333333.33333,6324333333.33333,8761333333.33333,12750666666.6667,5673333333.33333,11702666666.6667,8706333333.33333,7.427e+09,7550333333.33333,7912666666.66667,7397666666.66667,9.89e+09,9.478e+09,6171211653.66667,1.0386e+10,7128045798.66667,5853824316.66667,5166633149.33333,8.184e+09
"TG(10:1)",7.17e+08,483666666.666667,9.5e+08,842333333.333333,1.063e+09,2351666666.66667,7.97e+08,2019333333.33333,977333333.333333,930333333.333333,1019666666.66667,767333333.333333,979333333.333333,2482666666.66667,1944666666.66667,592195574,2683666666.66667,5.6e+08,575197109.333333,567486557.666667,806666666.666667
"TG(10:2)",5e+07,42666666.6666667,122666666.666667,59333333.3333333,6.3e+07,7e+07,60666666.6666667,96666666.6666667,64333333.3333333,110666666.666667,102333333.333333,68666666.6666667,5.7e+07,7.1e+07,64333333.3333333,45333333.3333333,88333333.3333333,53333333.3333333,4.8e+07,51666666.6666667,73666666.6666667
"TG(10:4)",6333333.33333333,6666666.66666667,7333333.33333333,7e+06,11333333.3333333,9333333.33333333,7333333.33333333,7666666.66666667,7666666.66666667,7e+06,6333333.33333333,7666666.66666667,7e+06,5333333.33333333,6333333.33333333,5333333.33333333,6e+06,6666666.66666667,8333333.33333333,6666666.66666667,8666666.66666667
"TG(11:0)",5.15e+08,524666666.666667,6.63e+08,5.77e+08,764333333.333333,1075666666.66667,5.82e+08,1029666666.66667,703666666.666667,745666666.666667,775333333.333333,815333333.333333,7.07e+08,994666666.666667,1169333333.33333,6.04e+08,1e+09,5.22e+08,640666666.666667,5.97e+08,915333333.333333
"TG(11:1)",20333333.3333333,16666666.6666667,7.4e+07,32333333.3333333,76333333.3333333,58666666.6666667,26333333.3333333,78666666.6666667,57666666.6666667,33333333.3333333,24333333.3333333,34333333.3333333,45333333.3333333,47333333.3333333,51666666.6666667,31333333.3333333,6.2e+07,34666666.6666667,36333333.3333333,4e+07,6e+07
"TG(11:2)",26666666.6666667,15110079,27333333.3333333,21333333.3333333,34666666.6666667,3.1e+07,25333333.3333333,20666666.6666667,34666666.6666667,27666666.6666667,3e+07,33666666.6666667,39666666.6666667,25333333.3333333,3.7e+07,32333333.3333333,34666666.6666667,30666666.6666667,4.4e+07,3.4e+07,4e+07
"TG(11:3)",8666666.66666667,9e+06,15666666.6666667,8e+06,20333333.3333333,1.7e+07,1.1e+07,9666666.66666667,1.5e+07,10666666.6666667,12333333.3333333,12333333.3333333,11333333.3333333,9333333.33333333,1.5e+07,11333333.3333333,1.3e+07,13666666.6666667,1.5e+07,20666666.6666667,18666666.6666667
"TG(11:4)",10333333.3333333,10333333.3333333,1.1e+07,7666666.66666667,13333333.3333333,10333333.3333333,13666666.6666667,7666666.66666667,12333333.3333333,11666666.6666667,10666666.6666667,11666666.6666667,12333333.3333333,8e+06,1.4e+07,1.1e+07,8666666.66666667,9e+06,1.7e+07,1.3e+07,1.5e+07
"TG(12:0)",30726729425.6667,29137265902.6667,6.0396e+10,50381726506,59940666666.6667,110507333333.333,40969729786.3333,103472666666.667,58524666666.6667,54060666666.6667,52417666666.6667,53433666666.6667,55972333333.3333,87563333333.3333,94839666666.6667,32053555767.6667,9.4239e+10,29037593290.3333,25409534650,27856356241,44535200080.6667
"TG(12:1)",62666666.6666667,63666666.6666667,86333333.3333333,47333333.3333333,62666666.6666667,1.7e+08,52333333.3333333,173333333.333333,65666666.6666667,83333333.3333333,8.1e+07,59666666.6666667,57666666.6666667,1.2e+08,133333333.333333,39666666.6666667,153333333.333333,48333333.3333333,4.2e+07,42333333.3333333,52333333.3333333
"TG(12:2)",54333333.3333333,48333333.3333333,56333333.3333333,39333333.3333333,47333333.3333333,1.05e+08,4.5e+07,123333333.333333,3.1e+07,62666666.6666667,5.8e+07,71333333.3333333,5.1e+07,94333333.3333333,83333333.3333333,46333333.3333333,70666666.6666667,56666666.6666667,5.2e+07,55333333.3333333,74666666.6666667
"TG(12:3)",5e+06,5666666.66666667,7666666.66666667,6333333.33333333,8e+06,6666666.66666667,5333333.33333333,7666666.66666667,8333333.33333333,7e+06,8333333.33333333,8333333.33333333,7333333.33333333,9e+06,8333333.33333333,8333333.33333333,9333333.33333333,8e+06,1.2e+07,8e+06,1e+07
