"subclass","OA_01","OA_02","OA_03","X1i_2i_01","X1i_2i_02","X1i_2i_03"
"LPE(30:0)",289462,259975,698617,701373,462511,221446
"LPE(30:1)",22421540,18492182,20190074,17825568,26443018,21767302
"LPE(30:2)",4600860,5814077,6765234,10560657,11852910,10288224
"LPE(30:5)",3874654,5222565,5151474,1138627,3220318,3820566
"LPE(30:6)",2707098,3280134,2919996,562904,1854742,2499959
"LPE(30:7)",2210174,2770266,2811809,3688522,3688048,3173741
"LPE(30:8)",5423689,4779246,6917324,5260180,4554346,4834438
"LPE(32:0)",4387692,4737303,4687350,3801950,6162215,4893256
"LPE(32:1)",223960608,245913072,224883840,259932528,340659936,276602016
"LPE(32:2)",160402080,178794736,161632176,99167664,151390752,132113824
"LPE(32:5)",9908261,10575091,10082716,13709437,17679990,16374990
"LPE(32:6)",45368,108833,31772,336392,465239,204426
"LPE(32:9)",274203,2261177,3414487,186928,677119,870980
"LPE(34:0)",239680096,302173664,252858704,276787968,299913472,278808160
"LPE(34:1)",507657664,551998144,505811776,477090752,553745088,503794592
"LPE(34:2)",2045813376,2163809280,2216497664,1565456128,2185799424,1755139072
"LPE(34:3)",67650064,62510692,76612536,42151680,83398840,64039476
"LPE(34:4)",28252504,27957316,31174286,48862552,47409120,39577028
"LPE(34:5)",36254968,35836068,37418100,30290758,45534140,40050872
"LPE(34:6)",1120176,1434480,1655548,1672633,1023579,1406672
"LPE(34:7)",5785151,5454464,5410452,6085244,9687193,8411091
"LPE(34:8)",NA,1328991,454374,5046528,3921929,3375922
"LPE(34:9)",NA,NA,146750,5282434,3489668,10772821
"LPE(36:0)",29617852,30529060,30803152,27408516,31109808,31583084
"LPE(36:1)",873224192,957759360,845863872,1028019456,526052352,915386112
"LPE(36:10)",711788,241104,280936,1961132,1631015,1901288
"LPE(36:2)",521215104,574990336,582371840,452583840,664225472,517072608
"LPE(36:3)",249168032,559393472,314001184,237504624,517765568,420077632
"LPE(36:4)",117957688,132317792,117871264,85711744,133789280,105493544
"LPE(36:5)",4269342208,4708912640,4227982592,3494816256,4804850176,4083348224
"LPE(36:6)",1283947392,1321319552,1361367808,935729600,1249240704,1165230976
"LPE(36:7)",27267778,29662844,28219458,22419902,30057822,24110370
"LPE(38:0)",18750614,15591358,16982474,5121854,11430962,12944584
"LPE(38:1)",115152168,118496816,149225136,192998448,201462848,158097056
"LPE(38:2)",370411648,415337376,407308864,457495872,533868960,442179584
"LPE(38:4)",73246776,89078344,89683568,52655136,65331080,53110260
"LPE(38:5)",1940158976,2154557696,2117598592,1489946752,1996188160,1671236352
"LPE(38:6)",5522515968,6219538432,5685502976,4507271680,6067358720,5119277056
"LPE(38:7)",2919571712,3280616448,2934391040,2158631680,2824893184,2632378368
"LPE(38:8)",23822902,18181862,21260644,22330674,20222136,20672830
"LPE(38:9)",80024512,75527736,90540064,61336544,57162292,54702376
"LPE(40:0)",112280,327882,281028,556356,827210,805646
"LPE(40:1)",8079624,8104623,8151887,8175578,14998084,12555631
"LPE(40:10)",171576688,184449744,134462704,212464896,146746432,173746288
"LPE(40:11)",91706,705730,124648,NA,4971,328555
"LPE(40:2)",2057479,2281428,2585278,2679311,2858256,2476257
"LPE(40:3)",3379154,4759834,4674152,2177520,3132221,3129267
"LPE(40:4)",169186336,189944512,170202800,149507856,161774800,138884944
"LPE(40:5)",319090016,403067360,345529280,283519584,325357568,276750304
"LPE(40:6)",1092636800,1218839552,1157047680,764225728,1026202560,940615488
"LPE(40:7)",1998773760,2230982400,2009842944,1361752704,1776672000,1582241408
"LPE(40:8)",2971117568,3297222656,3013660160,1851267584,2475204864,2291496192
"LPE(40:9)",494197728,525981184,511596256,544034176,518481536,497929856
"LPE(42:1)",69240,375299,221076,457766,587022,454340
"LPE(42:11)",195523296,221342528,174237040,206411824,150140064,161459392
"LPE(42:2)",55866424,47887508,15658520,72429336,28354608,15091740
"LPE(42:3)",244216032,244689712,208410608,132894928,207719584,256852624
"LPE(42:4)",3043739,3642962,3475103,700548,1795954,2601626
"LPE(42:5)",33739400,36264492,34517780,26332438,42619376,29378010
"LPE(42:6)",124508328,157509952,122616632,136661312,155228624,121962104
"LPE(42:7)",87409056,96135072,98344456,90146024,97866088,84649032
"LPE(42:8)",26476278,31802778,29856222,25256784,30096814,26496710
"LPE(42:9)",88449528,24716394,90706048,88469752,22844494,76412680
"LPE(44:10)",49219944,61580488,56953908,63244420,64078460,48229736
"LPE(44:11)",2015024,1282730,782330,1591348,2253028,1770038
"LPE(44:12)",26110972,28166624,33438770,20521284,21956336,20145446
"LPE(44:2)",31042916,46461896,36428504,2287540,16503049,39474404
"LPE(44:4)",32970352,33724872,32607842,30178668,32108370,26111924
"LPE(44:5)",181621072,174964896,157073808,135876736,180781984,205606080
"LPE(44:6)",9220188,10253822,11235452,7496253,8845395,5487262
"LPE(44:7)",15963244,15985427,14915724,11589831,19497732,13675701
"LPE(44:8)",1811543,1420547,1326268,6117778,3163774,1542461
"LPE(44:9)",4362760,2133728,2407127,4529072,5563094,3115598
"LPG(10:0)",4819626,6171409,5309062,3278883,5194053,4756688
"LPG(14:1)",1717225,1870975,2188097,1958316,1901312,1907683
"LPG(16:1)",1192418,1298744,997765,1585818,11083,1484653
"LPG(18:1)",1317382,3566456,3009776,3223337,2835451,4614732
"LPG(18:3)",188214,611450,306653,NA,61920,433656
"LPG(20:1)",5263496,6979362,3311978,5921366,4640948,9927071
"LPG(20:4)",2539110,4083760,3187445,3184573,3476995,4064112
"LPG(22:0)",15797,27122,43635,87400,36407,16533
"LPG(22:1)",2950314,5022099,2387483,2966125,4598949,2372762
"LPG(22:3)",615253,1004620,1245746,191780,209993,424213
"LPG(22:4)",935188,866975,956491,68854,406524,634708
"LPG(22:6)",2750844,2914434,3139272,1950767,2962675,3053116
"LPG(26:1)",22071,30474,28321,32523,21703,11738
"LPG(26:2)",663612,544955,618473,396735,680640,588279
"LPG(4:0)",618494,670330,303887,740804,253328,169929
"LPG(8:0)",5103488,5288070,5797686,3687152,4818826,3784614
"LPI(14:0)",11223136,11390704,9571992,8123768,10611522,9838910
"LPI(16:1)",1647721,805982,1129022,869517,945677,1026574
"LPI(16:4)",1421391,1601617,1808250,1531406,1764377,1193769
"LPI(18:0)",1253064,1607794,3188965,808799,2935339,1939886
"LPI(18:1)",689902,795555,1098747,302417,791337,464049
"LPI(18:4)",10880017,6722891,6867288,7863537,6939228,8052561
"LPI(20:1)",985576,905897,1021470,284076,394633,188090
"LPI(20:3)",1263372,1255799,1241996,291285,114333,488943
"LPI(22:0)",2106467,3526246,3748778,1063815,821057,911805
"LPI(22:1)",447177,1057835,1265602,198421,139223,197397
"LPI(26:0)",211674,327508,491016,NA,189180,137216
"LPI(6:0)",1219402,1312064,1004734,134973,872074,1015877
"LPI(8:0)",1161412,1724305,1558222,445692,1093757,2130672
"LPS(18:1)",397984,980796,911975,511987,1111742,569245
"LPS(18:2)",391806,259408,326654,54502,617963,180662
"LPS(18:3)",12110425,12582604,13096440,14030224,12171518,13859792
"LPS(18:4)",142788,235126,212305,402013,235906,462749
"LPS(20:2)",2584087,2507295,3053092,1008052,1926901,1382722
"LPS(20:3)",3212830,2775443,4138482,2120325,3975529,3128753
"LPS(20:4)",30781150,33628128,37521328,32404704,37312904,37439616
"LPS(20:5)",1343725,1211441,1365094,1611127,1225731,956463
"LPS(22:6)",335188,807143,378555,6211,935290,418717
"LPS(26:0)",1118970,815813,831977,265494,153749,424406
"LPS(26:2)",178833,115159,235713,421768,347397,1456197
"MG(16:2)",25450460,23086052,25204472,18922328,23824800,25143566
"MG(18:1)",15063899,14292707,12532818,13785979,13790648,11725970
"MG(18:2)",51096252,216165312,123562848,16391183,100432504,79178016
"MG(18:3)",9364157440,8900473856,9185333248,8058648064,8989822976,9017025536
"MG(18:4)",30650402,31020400,29881268,26299290,29838068,26861702
"MG(18:5)",69738688,39804808,57627696,10225831,21077102,47899284
"MG(20:2)",18875764,24211778,16114650,30825786,33730224,32144596
"MG(20:3)",608480640,540738048,672013760,346214656,746059072,643915328
"MG(20:4)",1102103,2091142,1244429,2924567,1788117,1830756
"MG(22:2)",21309602,23236630,16114271,28227446,34181316,31203316
"MG(22:3)",290143008,357268032,225636032,682535808,824244672,755063104
"MG(26:4)",98569760,48458404,52145176,13577242,56560244,62931152
"PA(14:0)",2627010,1128424,1249600,144695,695041,1119904
"PA(16:1)",722066,483398,NA,24853,510794,2286973
"PA(18:1)",1323851,1352978,1069422,1222878,1554527,1453667
"PA(18:4)",1706419,2179501,395025,NA,893317,4316434
"PA(20:0)",2677117,1900687,2043783,NA,701921,753711
"PA(20:1)",9619118,13222921,11911976,10516919,10841705,12160819
"PA(20:2)",7140054,2779902,2396475,1207646,3517196,7003284
"PA(22:1)",7153748,4681222,5401555,3587006,7022218,7220375
"PA(22:4)",568372,625709,962836,425078,1103772,759557
"PA(24:1)",27454128,37456808,34191212,34591564,32006834,34033568
"PA(24:2)",238735,704434,996021,771351,563237,1333067
"PA(24:3)",7543166,7433218,9460038,5986402,7642728,7538723
"PA(24:4)",149793008,163739552,165386768,144819120,156411232,200309536
"PA(24:5)",4300120,7043516,4746100,4889094,4788236,5155459
"PA(26:1)",34603476,36419424,36038936,35883420,39504440,37597984
"PA(26:3)",3916772,2781860,3923968,1461008,2778104,2043858
"PA(26:4)",763236,571787,1145481,531957,315690,458368
"PA(28:1)",7183830,8246879,5368889,4091923,4666578,4381362
"PA(28:4)",2121594,2369612,2516208,1676836,3506346,1692450
"PA(30:4)",74607,112862,42390,147418,55641,109603
"PA(32:4)",58756,287202,595304,304067,272463,336309
"PA(32:6)",2194618,1817986,1900594,524727,642676,719580
"PA(34:4)",942558,1354464,548519,429461,895351,1330520
"PA(34:5)",77115,337517,198514,523739,631810,406194
"PA(36:2)",431405,702212,506394,813232,1318256,1353606
"PA(36:3)",NA,NA,68849,314942,2504,135363
"PA(36:4)",1202028,747512,868879,553381,779085,1029119
"PA(36:7)",6682946,8527840,8462384,2943394,5426810,6885726
"PA(36:8)",3035541,4566442,3958618,901699,2226283,3693478
"PA(38:1)",11385975,8765851,5746547,3011173,8146420,9365663
"PA(38:2)",14370560,14661618,14881875,12034049,18944828,16613555
"PA(38:3)",760346,650087,468518,562097,644849,818236
"PA(38:4)",1248602,1354053,1167301,1537938,1667911,1759199
"PA(38:9)",NA,NA,NA,94748,236964,300346
"PA(40:2)",2971877,1674055,2294478,3729034,2984270,1666066
"PA(40:5)",1036784,1356850,3749301,125555,754288,4862626
"PA(42:10)",434656,436137,310842,271886,330127,267823
"PA(42:3)",12741679,9178117,11542383,18020476,10774813,6292415
"PA(42:4)",12624274,10997293,10662194,12616401,13380158,11156409
"PA(42:5)",20326874,22582242,20787584,8118864,12975638,22133594
"PA(42:6)",6619986,7892468,10521356,9612327,4642308,9480158
"PA(42:7)",42780,45746,205102,209052,216113,325616
"PA(44:3)",2176253,2331733,1533208,2043970,2534586,2586609
"PA(44:4)",13114155,7999094,10692951,4978186,9685075,5197060
"PA(44:5)",19397072,17624842,21461670,27435994,25680561,26966964
"PA(44:6)",35457188,42261932,36385968,10352475,32047714,42520724
"PA(44:7)",8947707,10437589,11052917,12565506,12134000,14527622
"PA(44:8)",16738282,15497130,16026311,14687467,15855193,13454339
"PA(46:10)",1254957,1115242,129195,167030,258118,412728
"PA(46:3)",571846,907063,347923,1028022,1192273,1076090
"PA(46:6)",2723672,3240876,2641876,863182,922366,2947731
"PA(46:7)",60386060,63390068,60948804,58819748,66053744,60879540
"PA(46:9)",6097044,6105318,6294993,5726478,10335205,5896888
"PA(48:10)",2463938,2082800,2414486,2458476,1907420,1934562
"PA(48:3)",144137,332473,511002,512050,686817,652928
"PA(48:4)",693003,403044,708278,31479,445062,264752
"PA(48:5)",6824006,8468038,8240944,6137804,7653674,8286332
"PA(48:6)",1811552,2176386,1121639,1321472,3930593,3202287
"PA(48:7)",7583960,7861260,7916228,13972988,13880775,12454172
"PA(48:8)",41669060,28268316,16727790,14747555,19752626,19283762
"PA(48:9)",5873272,7856078,4957142,12984519,14494817,14818442
"PA(50:4)",16636,188662,34307,84126,192380,173467
"PA(50:5)",798548,1171499,1279613,2006300,2177498,2274940
"PA(50:8)",3413109,2912094,2937166,10184187,11536573,9061801
"PA(52:8)",194007408,134274624,81825760,61109372,118153680,189119120
"PC(24:1)",10815723,9299458,10521526,6802730,8641522,19286008
"PC(24:4)",4397208,5897168,5871188,7217072,7391582,6834760
"PC(26:1)",52738460,58462284,63544656,20765636,20571202,24468344
"PC(26:2)",131084,78063,132021,504038,806982,1041401
"PC(26:4)",363772,260025,432397,442269,98001,326416
"PC(28:0)",60363758,74487400,68508701,74566188,94073030,91801946
"PC(28:2)",26774420,22966738,23490892,122158152,150157984,134954128
"PC(30:0)",4600916434,4883516870,4658657518,3688062832,4032843224,4317403388
"PC(30:1)",434285134,480691229,452832416,619494534,720476720,681701033
"PC(30:2)",1483372,1859728,4122860,14953576,10786833,9355624
"PC(30:6)",NA,NA,NA,421656,775615,806581
"PC(32:0)",29041561568,31671350816,29463290048,21732949472,25359557600,25296239776
"PC(32:1)",23886710263,25871391650,24729972598,23196601798,25412551512,24844067132
"PC(32:2)",1216124773,1224279719,1323208311,1978390586,2155250730,2216125810
"PC(32:3)",128960310,148935383,148254507,128330297,122153905,134989111
"PC(32:4)",19769080,25784121,21704073,27432145,29878081,30500370
"PC(32:5)",574170,235360,790666,673017,311409,529901
"PC(34:0)",15151811328,15394105036,15223407328,13395137732,16757119388,16946128976
"PC(34:1)",101081945842,114883370818,104425389751,94940492906,101374320816,96203440662
"PC(34:2)",52019202824,55438044960,55528499576,69718246944,77703252560,72022566976
"PC(34:3)",634093016,984017538,934354110,1264221882,1477320636,1375172120
"PC(34:4)",726746329,785787749,782579593,880569248,862270910,836175022
"PC(34:5)",7690804,23305710,9430505,19537100,23155802,21439934
"PC(34:7)",6802,768476,17012,2041076,1600446,1250730
"PC(36:0)",753599684,772438382,771757778,630810650,844792608,770901468
"PC(36:1)",22516080460,24746719948,23547755131,24644621378,28946815544,25023860809
"PC(36:2)",248884537778,269765328507,258310267212,292840964294,308339471331,292919120114
"PC(36:3)",11579280338,13036417164,12521695194,14900539794,15801698115,14283814107
"PC(36:4)",4710268376,4920093112,4520830808,3106079712,3776573520,3475252776
"PC(36:5)",959023549,933799603,995029331,981900034,1209694737,1103408768
"PC(36:6)",194862790,184157041,186348533,182832337,242163512,202239494
"PC(36:8)",30367476,17292324,26860254,31642420,29335250,30945394
"PC(36:9)",4695214,4697542,5199044,4312514,4475049,3305884
"PC(38:0)",67932920,66491253,68210771,77877879,100133096,90092996
"PC(38:1)",469242874,555693891,553388038,589668457,647299203,595165904
"PC(38:10)",7669878,5079969,6182668,11973259,11834898,17401260
"PC(38:2)",10315203736,11609235080,10716133424,24681280690,27518389252,24269689512
"PC(38:3)",2927243314,3246769334,3421583114,4787349832,5419888804,4775482312
"PC(38:4)",4858636456,5424802112,5312284456,6911989068,8365077936,7931058228
"PC(38:5)",11145593797,11985217294,11520818973,8535037238,16333930578,15427485902
"PC(38:6)",2800543946,3182958879,3057060639,3623255007,4488934124,3989309584
"PC(38:7)",312802041,347372026,316701749,359165559,447497610,348123658
"PC(38:8)",50918388,54880372,48245321,30400663,58415836,54363810
"PC(38:9)",48373076,40848044,48889384,48209044,49410920,49006340
"PC(40:0)",26371,273736,9296,5395536,7216024,3972502
"PC(40:1)",110786341,142175823,126760539,80528111,122986312,164171348
"PC(40:10)",18335958,16650233,18455994,15923559,16881098,14450076
"PC(40:11)",21702418,21556684,20123820,18608798,21135318,17577310
"PC(40:2)",400579247,457675460,423620551,1586753664,1726209224,1533962672
"PC(40:3)",328352544,363678999,320604899,544730338,669047912,633964583
"PC(40:4)",303123854,346247949,373843358,713738173,857998594,745647601
"PC(40:5)",2459128778,2604863709,2740757018,9332001576,10832888496,9310214360
"PC(40:6)",5433437997,5700504492,6003675570,9798570340,11368987844,10317161474
"PC(40:7)",3947570968,4554761890,4390856617,11648576659,12866918629,12054789514
"PC(40:8)",294924806,306773311,308414831,293527363,384401666,346092240
"PC(40:9)",93968286,106563728,102812034,80571690,102245555,92438948
"PC(42:1)",39701054,56275831,42272031,6510340,24282711,66571249
"PC(42:10)",168930134,187236355,172891991,189181418,275903052,230758364
"PC(42:11)",38237407,39517065,41913480,45948676,52761045,49720912
"PC(42:2)",23218214,24484026,19841228,33344602,41199172,35117656
"PC(42:3)",44902697,37580729,49499639,69861323,105027867,79754823
"PC(42:4)",61649573,66796229,57929924,128206837,171169110,155941365
"PC(42:5)",45398094,54682770,49647984,473211565,537055371,433390576
"PC(42:6)",194963739,232054738,170111717,444879962,515488528,463621042
"PC(42:7)",131004720,163002287,192353173,290581548,384496329,289729875
"PC(42:8)",42885540,48098917,40132311,106087898,144550103,120076063
"PC(42:9)",101086384,107126267,136567038,165722336,208321066,197325710
"PC(44:10)",73233705,56185314,37142950,56727501,72677839,77088591
"PC(44:11)",45012179,52864565,47984519,51984360,73313508,56265905
"PC(44:12)",34162222,36468216,36300984,35781959,51258546,42414025
"PC(44:3)",107582674,84925710,57094890,58252748,93171536,136356646
"PC(44:4)",9697694,23157416,12272464,20586934,33005750,46910122
"PC(44:5)",22204927,17883265,7532442,21370798,31398823,40820648
"PC(44:6)",5558934,5275088,6341340,6228631,8631127,8701967
"PC(44:7)",18928207,18584151,16433271,48990263,47789126,40209869
"PC(44:9)",69789304,71357320,62366620,122750928,120604976,114211592
"PC(46:0)",224522176,145515440,52377000,156267728,185583776,160080400
"PC(46:10)",2256355122,1424133621,547378434,79789046,281166314,978607538
"PC(46:11)",377053824,384951392,216611136,10422802,69615696,246177040
"PC(46:12)",10003448,22369642,20070788,NA,3637970,11796239
"PC(46:2)",306186,170565,NA,NA,NA,634773
"PC(46:4)",174545090,190209229,164465138,194772355,241623510,233827196
"PC(46:6)",8188159,9703813,11470747,10457462,14459202,13034488
"PC(46:7)",1425583,596897,1252119,3822871,5122913,4227475
"PC(48:1)",23018,16300,43227,198490,65149,126274
"PC(48:10)",694044,1086525,222193,125782,2589168,413802
"PC(48:11)",1500202,1249013,748230,730515,1520596,2759866
"PC(48:13)",NA,109262,NA,734301,888333,495637
"PC(48:2)",275522,207302,185817,322184,139184,362365
"PC(48:3)",108958528,104460845,138988524,153421999,238889908,184077604
"PC(48:4)",446315712,520721152,468351008,420407936,517719072,484322720
"PC(48:5)",46582348,67312376,47131976,53375224,60471632,57708104
"PC(48:6)",169765306,190013930,186986202,234781122,330228676,266090858
"PC(48:7)",93784914,108096202,105299188,143172458,145910680,138687784
"PC(48:8)",NA,NA,NA,5546672,266058,2757070
"PC(50:10)",2326766,1110048,1092227,21688064,13581149,23544701
"PC(50:3)",3825111,3543641,3336969,780593,1935730,3270324
"PC(50:5)",469482208,287407232,120540720,122565424,230302128,168922080
"PC(50:6)",36440735,37286880,42984733,81380870,105825078,77415414
"PC(50:7)",46602092,69302792,78946328,57673072,79874296,75463384
"PC(50:8)",179123920,117742672,94697920,35083148,58347368,26720804
"PC(50:9)",17812122,7640206,813005,7530944,13047290,23279126
"PC(52:1)",33891520,30186872,25737038,10589199,24087038,27128488
"PC(52:10)",18875126,17842993,8290535,3781334,3569768,8923601
"PC(52:11)",98971967,61173804,20615134,47010141,64680448,88422873
"PC(52:12)",14432238,16691465,15501357,5031246,20411526,33031308
"PC(52:13)",10799143,12665396,11264634,11659152,16582143,12293657
"PC(52:14)",4038782,685617,448815,49660687,42148300,45865399
"PC(52:3)",1518350,2765078,2773836,604682,2196591,3160674
"PC(52:4)",2141702,1752554,2159081,431515,958975,1653582
"PC(52:5)",2861050,2823642,2589280,454392,1732715,3121819
"PC(52:7)",570181,579766,523926,781646,1146477,732082
"PC(52:9)",11506227,11984879,14370406,1113577,7464046,33940588
"PC(54:10)",121797070,104044746,55706786,38374370,84447168,94331454
"PC(54:11)",26368760,8976174,4587706,4919739,12497542,10849734
"PC(54:13)",24205928,24673312,30192876,43613724,41460896,40795356
"PC(54:14)",1687887,1886209,2086656,3323259,3542186,3522923
"PC(54:15)",3439605,3564868,3124942,423528,4634592,4640973
"PC(54:6)",110517624,64051024,45845360,47511164,61845196,88824944
"PC(54:8)",143749584,109237432,171003904,24217050,81288656,76546304
"PC(54:9)",1053195686,902107593,665265345,193722802,880457190,1631625916
"PC(56:13)",1218435,711466,536370,213389,1627990,2531214
"PC(56:15)",6774985,10232759,11524605,9192885,12372952,10868877
"PC(56:9)",31562460,20039222,15753677,21487232,39389804,16011428
"PC(58:12)",2740879,2030616,2695233,129754,706066,1244613
"PC(58:13)",9112041,5187500,6585174,11202280,8132020,15823450
"PC(58:3)",542849,596966,563525,142992,425506,698893
"PC(58:5)",871387,885590,848786,162496,322433,731612
"PC(60:10)",9657860,5114502,1832878,4207438,5900154,11432043
"PC(60:12)",NA,NA,NA,NA,56953,1324846
"PC(60:13)",6763817,7400834,8318226,16566195,35480336,9570789
"PC(60:14)",44212496,61325012,57889600,51626216,63632952,43497148
"PC(60:15)",3115737,4752795,4709988,5664250,4237114,4659303
"PC(60:16)",144271,96253,2158160,4080498,5528720,1808266
"PC(60:17)",474139,744332,1057196,775476,555729,494401
"PC(62:13)",45689,453487,1047399,3626385,4208004,1102474
"PC(62:14)",7791600,11880083,10026469,7282152,12806732,7618204
"PC(62:16)",2189226,2163684,2751930,12151872,18067350,4025126
"PC(62:17)",15900312,30166794,40089841,40158610,30493676,17707370
"PC(64:16)",45390,311259,292201,471488,647816,473014
"PC(64:17)",2860521,4371743,4422384,5301022,3754427,2333844
"PC(68:1)",39063040,39059796,8237989,22881462,10367626,15633035
"PC(70:10)",81277904,94827640,22521372,24389480,39600552,36794012
"PC(72:10)",29174976,27044918,8466046,3685983,15340450,14867982
"PE(20:0)",349633,316898,810858,192209,330537,71670
"PE(22:0)",1111294,1405820,688276,877898,387580,1251567
"PE(22:1)",11483871,7368490,11187640,17872162,19676146,17957770
"PE(24:2)",532592,1575000,1574291,5058200,3022276,3143800
"PE(24:3)",4520271,2932981,4227344,6989001,9209812,6004230
"PE(28:3)",55222158,50286690,53309170,14311742,38284698,35649741
"PE(30:0)",44587424,46434836,36720312,27666636,33347306,32966708
"PE(30:1)",244568,638742,542485,606656,1012821,651524
"PE(30:3)",1270046,1334012,439883,15498503,16351620,18959904
"PE(32:0)",368936652,388318884,388042496,230753930,337324094,263702440
"PE(32:1)",461668879,573624032,545285438,418499266,497998819,478252440
"PE(32:2)",3436180,4712137,3986063,3379595,5592199,6257157
"PE(32:3)",1570564,1046264,1250785,84636,758903,1003530
